Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,consumption
2017-01-01 9:00:00,4.664,72.94999999999999,0.0825,94.7,21.35,21669.873415000002
2017-01-01 9:15:00,4.629,74.8,0.083,132.1,24.3,22651.13924
2017-01-01 9:30:00,4.5615000000000006,74.35,0.0815,169.25,27.545,23386.329115
2017-01-01 9:45:00,4.575,74.5,0.082,208.8,29.2,24668.35443
2017-01-01 10:00:00,5.48,72.5,1.368,246.35,30.12,25597.974685
2017-01-01 10:15:00,5.996,69.85,4.93,282.7,31.96,26393.92405
2017-01-01 10:30:00,6.4615,68.41,4.923500000000001,317.3,32.82,27186.835440000003
2017-01-01 10:45:00,6.993,66.14,4.918,349.6,33.41,28149.87342
2017-01-01 11:00:00,7.880000000000001,63.05499999999999,4.916,379.65,33.66,28878.98734
2017-01-01 11:15:00,9.49,59.3,2.451,401.3,34.4,29261.77215
2017-01-01 11:30:00,10.855,54.775000000000006,0.083,425.2,36.435,29498.734175
2017-01-01 11:45:00,12.4,53.26,0.08,437.5,43.46,29711.39241
2017-01-01 12:00:00,13.73,54.39,0.0765,460.45,40.56,29723.544305000003
2017-01-01 12:15:00,15.02,56.46,0.074,480.0,38.81,29887.59494
2017-01-01 12:30:00,15.555,58.965,0.0755,488.15,40.19,30003.037975
2017-01-01 12:45:00,15.49,59.3,0.076,495.9,40.9,29996.96203
2017-01-01 13:00:00,15.61,58.38,0.077,498.1,41.845,30331.13924
2017-01-01 13:15:00,15.73,59.33,0.076,498.8,44.65,30094.17722
2017-01-01 13:30:00,15.69,56.945,0.0765,493.1,41.79,30240.0
2017-01-01 13:45:00,15.75,52.45,0.077,482.4,38.65,30154.93671
2017-01-01 14:00:00,15.809999999999999,55.825,0.0775,471.9,39.715,30003.037975
2017-01-01 14:15:00,15.72,55.86,0.077,456.1,39.95,30021.26582
2017-01-01 14:30:00,15.77,54.81,0.075,443.29999999999995,42.825,29829.873415000002
2017-01-01 14:45:00,15.72,56.69,0.077,422.0,43.87,29705.31646
2017-01-01 15:00:00,15.665,57.61,0.0755,400.4,45.894999999999996,29562.531645000003
2017-01-01 15:15:00,15.69,58.93,0.075,369.4,51.51,29383.29114
2017-01-01 15:30:00,15.495000000000001,58.150000000000006,0.074,250.65,58.725,28973.164555
2017-01-01 15:45:00,15.34,58.7,0.075,149.5,67.85,28854.68354
2017-01-01 16:00:00,15.405000000000001,58.345,0.0755,237.10000000000002,174.0,28772.65823
2017-01-01 16:15:00,15.54,58.3,0.076,241.3,246.0,28556.96203
2017-01-01 16:30:00,15.504999999999999,58.265,0.076,207.35,239.85,28590.379745
2017-01-01 16:45:00,15.47,58.23,0.077,174.9,211.9,29097.72152
2017-01-01 17:00:00,15.395,59.185,0.0765,148.9,182.35,30297.721515
2017-01-01 17:15:00,15.34,59.0,0.079,117.4,144.3,32700.75949
2017-01-01 17:30:00,15.02,60.18,0.0765,87.05,107.3,37057.21519
2017-01-01 17:45:00,14.71,61.87,0.086,26.51,28.08,39129.11392
2017-01-01 18:00:00,14.385,63.605000000000004,0.079,12.497,12.655,39539.240504999994
2017-01-01 18:15:00,14.09,64.87,0.078,2.818,2.763,39596.96203
2017-01-01 18:30:00,13.84,66.425,0.076,0.47750000000000004,0.5435,39575.696205
2017-01-01 18:45:00,13.54,66.71,0.076,0.062,0.089,39888.60759
2017-01-01 19:00:00,12.285,69.275,0.0775,0.0605,0.0905,40101.26582
2017-01-01 19:15:00,11.75,70.7,0.079,0.055,0.126,40216.70886
2017-01-01 19:30:00,11.555,70.65,0.0775,0.07,0.1,40474.936709999994
2017-01-01 19:45:00,11.43,70.7,0.076,0.048,0.093,40544.81013
2017-01-01 20:00:00,11.555,71.15,0.077,0.08199999999999999,0.0945,40250.12658
2017-01-01 20:15:00,12.05,69.82,0.077,0.048,0.108,40477.97468
2017-01-01 20:30:00,11.739999999999998,70.59,0.077,0.0455,0.106,40523.544305
2017-01-01 20:45:00,11.5,72.0,0.078,0.07,0.078,40204.55696
2017-01-01 21:00:00,11.36,72.1,0.075,0.051,0.0945,39429.87342
2017-01-01 21:15:00,11.49,73.1,0.077,0.044,0.085,39141.26582
2017-01-01 21:30:00,12.04,69.44,0.0755,0.0695,0.091,38327.088605
2017-01-01 21:45:00,12.2,68.78,0.074,0.066,0.122,37622.27848
2017-01-01 22:00:00,13.149999999999999,64.64,0.074,0.0605,0.11699999999999999,36674.430380000005
2017-01-01 22:15:00,13.18,63.97,0.075,0.081,0.093,35289.11392
2017-01-01 22:30:00,12.515,67.405,0.073,0.064,0.128,34058.734175000005
2017-01-01 22:45:00,12.24,69.18,0.077,0.059,0.119,33077.46835
2017-01-01 23:00:00,12.09,70.32,0.075,0.0605,0.08,31737.721514999997
2017-01-01 23:15:00,11.99,70.8,0.075,0.055,0.134,30701.77215
2017-01-01 23:30:00,11.344999999999999,74.75,0.0745,0.07700000000000001,0.091,29255.696205
2017-01-01 23:45:00,11.41,74.1,0.076,0.077,0.122,27748.86076
2017-01-02 0:00:00,10.875,76.55,0.077,0.0585,0.1355,26436.455695
2017-01-02 0:15:00,10.47,78.2,0.078,0.088,0.13,25622.27848
2017-01-02 0:30:00,10.47,79.25,0.0775,0.064,0.14300000000000002,24704.810125
2017-01-02 0:45:00,10.84,78.4,0.073,0.062,0.156,23914.93671
2017-01-02 1:00:00,11.03,78.0,0.0735,0.0695,0.1265,23374.177215
2017-01-02 1:15:00,11.02,77.5,0.081,0.062,0.178,22736.20253
2017-01-02 1:30:00,10.36,79.35,0.077,0.077,0.1355,21952.405059999997
2017-01-02 1:45:00,10.42,81.3,0.075,0.073,0.13,21685.06329
2017-01-02 2:00:00,11.015,78.65,0.0765,0.066,0.14450000000000002,21320.50633
2017-01-02 2:15:00,11.1,75.6,0.077,0.077,0.156,20986.32911
2017-01-02 2:30:00,11.175,75.1,0.079,0.066,0.14650000000000002,20807.088604999997
2017-01-02 2:45:00,10.71,77.4,0.079,0.07,0.148,20433.41772
2017-01-02 3:00:00,10.64,78.15,0.077,0.058499999999999996,0.14800000000000002,20254.177215
2017-01-02 3:15:00,10.59,79.5,0.078,0.084,0.145,20129.62025
2017-01-02 3:30:00,10.6,79.6,0.0775,0.0625,0.1505,20102.27848
2017-01-02 3:45:00,10.34,80.6,0.078,0.088,0.119,19740.75949
2017-01-02 4:00:00,10.295,82.0,0.0765,0.068,0.14250000000000002,19910.886075000002
2017-01-02 4:15:00,10.41,81.4,0.078,0.095,0.134,20166.07595
2017-01-02 4:30:00,10.275,81.7,0.0745,0.08049999999999999,0.1205,20178.227845
2017-01-02 4:45:00,9.97,82.8,0.077,0.066,0.178,20056.70886
2017-01-02 5:00:00,10.004999999999999,83.4,0.079,0.051,0.139,20378.734174999998
2017-01-02 5:15:00,9.74,82.8,0.081,0.106,0.126,20712.91139
2017-01-02 5:30:00,9.535,83.80000000000001,0.075,0.07350000000000001,0.178,20925.569620000002
2017-01-02 5:45:00,9.56,84.1,0.073,0.077,0.134,21709.36709
2017-01-02 6:00:00,9.51,84.3,0.075,0.059000000000000004,0.1395,22845.569620000002
2017-01-02 6:15:00,9.4,84.4,0.077,0.07,0.122,23258.73418
2017-01-02 6:30:00,9.27,84.65,0.0765,0.046,0.143,23562.53165
2017-01-02 6:45:00,09.06,85.6,0.076,0.059,0.141,23769.11392
2017-01-02 7:00:00,9.315000000000001,86.0,0.077,0.07150000000000001,0.1575,23207.088605
2017-01-02 7:15:00,9.74,85.4,0.072,0.077,0.111,22803.03797
2017-01-02 7:30:00,9.690000000000001,84.15,0.078,0.077,0.126,22942.78481
2017-01-02 7:45:00,9.51,83.7,0.082,0.081,0.137,22268.35443
2017-01-02 8:00:00,9.309999999999999,82.85,0.0835,0.4975,0.5565,23134.177215
2017-01-02 8:15:00,8.96,83.4,0.083,2.95,2.867,24340.25316
2017-01-02 8:30:00,8.615,84.5,0.081,9.8385,9.016,25035.949370000002
2017-01-02 8:45:00,8.43,85.4,0.079,39.1,19.49,25531.13924
2017-01-02 9:00:00,8.565,86.30000000000001,0.0795,78.205,26.185,24738.227845
2017-01-02 9:15:00,09.02,86.7,0.082,117.2,30.43,23629.36709
2017-01-02 9:30:00,9.825,86.95,0.079,151.95,34.22,24388.86076
2017-01-02 9:45:00,11.13,83.5,0.08,194.0,36.92,25148.35443
2017-01-02 10:00:00,11.95,79.85,0.0775,232.45,39.54,25607.088604999997
2017-01-02 10:15:00,12.61,74.8,0.076,270.6,40.59,26351.39241
2017-01-02 10:30:00,13.34,71.45,0.076,299.05,43.025000000000006,26731.13924
2017-01-02 10:45:00,14.0,69.22,0.077,337.2,43.39,27281.01266
2017-01-02 11:00:00,14.745000000000001,61.285,0.077,371.04999999999995,41.28,27709.36709
2017-01-02 11:15:00,15.08,57.23,0.076,396.6,40.66,27894.68354
2017-01-02 11:30:00,15.23,56.16,0.0755,418.20000000000005,41.535,28675.44304
2017-01-02 11:45:00,15.27,55.93,0.076,440.2,41.83,28684.55696
2017-01-02 12:00:00,15.195,56.445,0.0775,456.5,42.055,29046.07595
2017-01-02 12:15:00,15.11,57.86,0.074,469.9,43.43,29674.93671
2017-01-02 12:30:00,15.18,58.565,0.076,479.25,43.675,29866.32911
2017-01-02 12:45:00,15.15,60.87,0.075,485.1,44.53,29990.88608
2017-01-02 13:00:00,15.225000000000001,60.365,0.0765,487.35,44.260000000000005,29924.050635
2017-01-02 13:15:00,15.22,59.83,0.076,486.9,44.29,29760.0
2017-01-02 13:30:00,15.370000000000001,58.644999999999996,0.076,482.6,43.769999999999996,29216.202530000002
2017-01-02 13:45:00,15.43,58.0,0.077,477.2,43.68,28872.91139
2017-01-02 14:00:00,15.575,55.879999999999995,0.075,467.15,42.69,28587.34177
2017-01-02 14:15:00,15.47,56.29,0.077,451.8,42.83,28684.55696
2017-01-02 14:30:00,15.56,56.260000000000005,0.075,434.9,42.010000000000005,28626.835444999997
2017-01-02 14:45:00,15.64,55.35,0.077,413.9,41.5,28556.96203
2017-01-02 15:00:00,15.585,56.394999999999996,0.077,390.25,41.545,28708.86076
2017-01-02 15:15:00,15.49,57.19,0.075,364.3,45.96,29049.11392
2017-01-02 15:30:00,15.405,57.79,0.075,335.20000000000005,68.425,29134.177215
2017-01-02 15:45:00,15.38,58.02,0.074,302.9,121.3,29091.64557
2017-01-02 16:00:00,15.3,59.175,0.077,270.45000000000005,211.0,29149.36709
2017-01-02 16:15:00,15.23,61.12,0.075,238.2,253.4,29480.50633
2017-01-02 16:30:00,15.215,61.675,0.075,204.4,237.7,30586.329115
2017-01-02 16:45:00,15.17,61.76,0.077,165.5,200.6,31029.87342
2017-01-02 17:00:00,15.195,60.935,0.076,131.25,161.6,33037.974685
2017-01-02 17:15:00,15.02,62.32,0.076,98.7,123.7,35659.74684
2017-01-02 17:30:00,14.855,61.805,0.0785,67.8,86.94999999999999,39417.72152
2017-01-02 17:45:00,14.68,62.05,0.079,22.4,25.24,41565.56962
2017-01-02 18:00:00,14.46,64.285,0.0755,8.771999999999998,8.862,41729.62025
2017-01-02 18:15:00,14.23,65.55,0.076,3.071,3.089,41766.07595
2017-01-02 18:30:00,14.07,66.255,0.0775,0.538,0.5675,41781.26582
2017-01-02 18:45:00,13.95,67.52,0.074,0.037,0.119,41699.24051
2017-01-02 19:00:00,13.805,69.025,0.0745,0.07350000000000001,0.0965,41431.898734999995
2017-01-02 19:15:00,13.55,69.9,0.076,0.029,0.104,41851.13924
2017-01-02 19:30:00,13.39,69.86,0.076,0.056499999999999995,0.093,41501.772155
2017-01-02 19:45:00,13.2,70.5,0.076,0.055,0.122,41273.92405
2017-01-02 20:00:00,13.485,68.505,0.075,0.055,0.08499999999999999,41094.683545
2017-01-02 20:15:00,13.42,68.52,0.075,0.055,0.093,41316.4557
2017-01-02 20:30:00,13.315000000000001,68.875,0.0755,0.0605,0.1005,41122.025315
2017-01-02 20:45:00,13.45,68.59,0.075,0.066,0.122,40830.37975
2017-01-02 21:00:00,13.379999999999999,66.99,0.0745,0.0495,0.07250000000000001,40593.417725
2017-01-02 21:15:00,13.15,66.42,0.078,0.055,0.093,39797.46835
2017-01-02 21:30:00,12.98,66.95500000000001,0.075,0.07,0.098,38840.506330000004
2017-01-02 21:45:00,12.88,67.46,0.075,0.051,0.119,38102.27848
2017-01-02 22:00:00,12.864999999999998,67.86,0.0745,0.07500000000000001,0.1135,37455.18987
2017-01-02 22:15:00,12.92,68.52,0.074,0.037,0.148,36218.73418
2017-01-02 22:30:00,12.920000000000002,68.975,0.075,0.08199999999999999,0.1075,34973.164554999996
2017-01-02 22:45:00,12.77,69.86,0.075,0.11,0.1,33909.87342
2017-01-02 23:00:00,12.785,70.25,0.073,0.064,0.126,32351.392405
2017-01-02 23:15:00,12.54,71.5,0.077,0.051,0.1,30252.1519
2017-01-02 23:30:00,12.21,72.85,0.077,0.0645,0.11649999999999999,28970.12658
2017-01-02 23:45:00,12.31,72.6,0.072,0.044,0.152,27779.24051
2017-01-03 0:00:00,12.120000000000001,74.0,0.074,0.0935,0.11699999999999999,26406.07595
2017-01-03 0:15:00,12.07,74.1,0.074,0.102,0.119,25433.92405
2017-01-03 0:30:00,11.465,77.25,0.0755,0.07150000000000001,0.13,24744.303795
2017-01-03 0:45:00,11.8,76.6,0.076,0.018,0.23,23884.55696
2017-01-03 1:00:00,12.31,73.05,0.076,0.062,0.1465,23322.531645000003
2017-01-03 1:15:00,12.42,71.4,0.077,0.059,0.159,22766.58228
2017-01-03 1:30:00,12.120000000000001,72.45,0.077,0.0675,0.154,22231.898735
2017-01-03 1:45:00,11.51,73.0,0.076,0.044,0.148,21946.32911
2017-01-03 2:00:00,11.309999999999999,73.69999999999999,0.079,0.075,0.14650000000000002,21633.417719999998
2017-01-03 2:15:00,11.33,74.5,0.073,0.044,0.13,21502.78481
2017-01-03 2:30:00,11.85,75.25,0.077,0.077,0.14100000000000001,21195.949370000002
2017-01-03 2:45:00,13.08,70.9,0.076,0.062,0.174,21065.31646
2017-01-03 3:00:00,12.559999999999999,72.5,0.077,0.0715,0.154,20955.949365
2017-01-03 3:15:00,12.2,73.8,0.072,0.084,0.178,20658.22785
2017-01-03 3:30:00,12.0,74.80000000000001,0.077,0.07350000000000001,0.1355,20223.797465
2017-01-03 3:45:00,11.92,75.2,0.077,0.059,0.182,20330.12658
2017-01-03 4:00:00,11.754999999999999,75.3,0.0835,0.07350000000000001,0.156,20096.202535
2017-01-03 4:15:00,11.55,76.1,0.077,0.055,0.156,19989.87342
2017-01-03 4:30:00,11.385,76.44999999999999,0.0785,0.075,0.14250000000000002,20108.35443
2017-01-03 4:45:00,10.83,78.5,0.076,0.066,0.148,20299.74684
2017-01-03 5:00:00,10.655000000000001,79.44999999999999,0.079,0.044,0.17049999999999998,20445.569620000002
2017-01-03 5:15:00,10.49,80.3,0.08,0.084,0.141,20755.44304
2017-01-03 5:30:00,10.955,80.8,0.077,0.075,0.1225,21220.253165000002
2017-01-03 5:45:00,11.36,77.9,0.077,0.062,0.174,22122.53165
2017-01-03 6:00:00,11.465,77.1,0.076,0.093,0.1405,23280.0
2017-01-03 6:15:00,11.33,76.8,0.075,0.062,0.145,24255.18987
2017-01-03 6:30:00,11.025,77.4,0.082,0.07350000000000001,0.137,24604.55696
2017-01-03 6:45:00,10.27,80.2,0.078,0.077,0.148,24607.59494
2017-01-03 7:00:00,10.075,81.19999999999999,0.0785,0.058499999999999996,0.16899999999999998,24598.481010000003
2017-01-03 7:15:00,9.9,81.5,0.076,0.048,0.171,24534.68354
2017-01-03 7:30:00,9.469999999999999,81.55,0.08,0.07150000000000001,0.156,23981.77215
2017-01-03 7:45:00,09.03,81.8,0.079,0.07,0.122,23532.1519
2017-01-03 8:00:00,8.765,82.9,0.0825,0.49,0.536,24203.544305000003
2017-01-03 8:15:00,8.54,83.7,0.078,2.88,2.815,24874.93671
2017-01-03 8:30:00,8.440000000000001,84.9,0.08,9.608,8.8995,25561.51899
2017-01-03 8:45:00,8.48,85.7,0.082,38.0,20.54,26466.83544
2017-01-03 9:00:00,8.455,85.4,0.0825,75.05,30.365000000000002,27566.582275
2017-01-03 9:15:00,8.8,85.0,0.084,109.4,38.03,28107.34177
2017-01-03 9:30:00,9.355,84.3,0.0815,148.3,40.58,28751.392405
2017-01-03 9:45:00,10.89,85.9,0.085,191.6,40.65,29383.29114
2017-01-03 10:00:00,12.725,80.4,0.0815,233.10000000000002,42.095,30407.08861
2017-01-03 10:15:00,13.38,74.4,0.078,269.7,43.12,30932.65823
2017-01-03 10:30:00,13.760000000000002,72.7,0.0815,306.95,43.215,31558.481010000003
2017-01-03 10:45:00,14.16,72.3,0.081,339.3,43.08,32281.51899
2017-01-03 11:00:00,14.645,68.16999999999999,0.081,370.75,44.465,32861.772155
2017-01-03 11:15:00,14.87,66.57,0.08,397.2,45.17,33004.55696
2017-01-03 11:30:00,15.04,64.75,0.081,420.79999999999995,44.5,33274.93671
2017-01-03 11:45:00,15.18,64.23,0.077,440.5,45.02,33113.92405
2017-01-03 12:00:00,15.235,64.015,0.074,457.65,44.875,33460.25316
2017-01-03 12:15:00,15.18,64.77,0.075,470.7,44.71,34019.24051
2017-01-03 12:30:00,15.260000000000002,64.765,0.075,481.0,44.955,34292.65823
2017-01-03 12:45:00,15.35,63.13,0.073,488.8,44.76,34468.86076
2017-01-03 13:00:00,15.41,62.915,0.0735,493.0,44.665,34152.91139
2017-01-03 13:15:00,15.41,62.83,0.074,491.9,44.84,33502.78481
2017-01-03 13:30:00,15.469999999999999,63.05,0.0765,488.6,44.849999999999994,33329.620255
2017-01-03 13:45:00,15.49,63.46,0.075,480.4,45.25,33271.89873
2017-01-03 14:00:00,15.525,63.730000000000004,0.074,469.35,44.62,32661.26582
2017-01-03 14:15:00,15.36,64.16,0.073,455.2,44.07,32366.58228
2017-01-03 14:30:00,15.379999999999999,64.145,0.074,437.4,43.21,32281.51899
2017-01-03 14:45:00,15.36,65.23,0.075,415.4,43.03,32208.60759
2017-01-03 15:00:00,15.46,64.47999999999999,0.075,393.35,44.195,32409.113924999998
2017-01-03 15:15:00,15.45,64.86,0.076,366.1,53.46,32366.58228
2017-01-03 15:30:00,15.39,65.11500000000001,0.0745,338.35,88.6,32296.70886
2017-01-03 15:45:00,15.3,65.83,0.075,306.7,155.7,31983.79747
2017-01-03 16:00:00,15.34,66.61500000000001,0.073,271.6,236.15,31825.822785
2017-01-03 16:15:00,15.23,67.66,0.076,234.7,257.7,31740.75949
2017-01-03 16:30:00,15.135,67.695,0.0755,196.85000000000002,229.7,32229.87342
2017-01-03 16:45:00,14.96,66.19,0.077,160.4,193.2,32688.60759
2017-01-03 17:00:00,14.915,65.22,0.074,123.69999999999999,154.45,33955.44304
2017-01-03 17:15:00,14.85,65.55,0.077,97.1,121.2,36200.50633
2017-01-03 17:30:00,14.73,66.52,0.074,68.03999999999999,86.94999999999999,40274.430380000005
2017-01-03 17:45:00,14.51,68.26,0.077,26.56,31.14,42312.91139
2017-01-03 18:00:00,14.23,70.23,0.0755,9.282,9.4085,42622.78481
2017-01-03 18:15:00,13.98,72.1,0.076,3.327,3.349,42871.89873
2017-01-03 18:30:00,13.655,73.35,0.0745,0.6115,0.638,42908.35443
2017-01-03 18:45:00,12.2,77.3,0.076,0.059,0.115,42677.46835
2017-01-03 19:00:00,11.69,78.6,0.076,0.0695,0.10200000000000001,42552.911395
2017-01-03 19:15:00,11.25,80.0,0.075,0.059,0.111,42720.0
2017-01-03 19:30:00,11.02,80.85,0.075,0.062,0.1,42583.29114
2017-01-03 19:45:00,10.93,81.3,0.079,0.059,0.074,42288.60759
2017-01-03 20:00:00,10.54,81.5,0.0775,0.0715,0.091,42188.35443
2017-01-03 20:15:00,10.17,83.1,0.074,0.084,0.067,42519.49367
2017-01-03 20:30:00,9.82,83.4,0.0755,0.07350000000000001,0.10400000000000001,42270.379745
2017-01-03 20:45:00,9.71,84.2,0.075,0.062,0.096,42033.41772
2017-01-03 21:00:00,9.555,83.45,0.0735,0.046,0.0965,41270.886075
2017-01-03 21:15:00,9.33,83.7,0.076,0.066,0.067,40490.12658
2017-01-03 21:30:00,9.185,83.95,0.0735,0.056999999999999995,0.0925,39609.113925
2017-01-03 21:45:00,9.11,83.8,0.073,0.081,0.078,38916.4557
2017-01-03 22:00:00,9.035,83.85,0.0725,0.062,0.0985,37631.392405
2017-01-03 22:15:00,09.05,84.0,0.072,0.062,0.093,36565.06329
2017-01-03 22:30:00,8.895,83.75,0.074,0.056499999999999995,0.08149999999999999,35143.29114
2017-01-03 22:45:00,8.72,84.0,0.076,0.062,0.115,33654.68354
2017-01-03 23:00:00,8.515,84.65,0.075,0.0675,0.091,32071.898735
2017-01-03 23:15:00,8.6,84.4,0.074,0.048,0.104,30847.59494
2017-01-03 23:30:00,8.41,84.6,0.0765,0.0495,0.109,29681.01266
2017-01-03 23:45:00,8.5,84.7,0.073,0.077,0.059,28550.88608
2017-01-04 0:00:00,8.575,83.6,0.075,0.053,0.1075,27405.569620000002
2017-01-04 0:15:00,8.69,82.8,0.076,0.044,0.126,26442.53165
2017-01-04 0:30:00,8.565,82.15,0.0765,0.055,0.095,25789.36709
2017-01-04 0:45:00,8.17,82.7,0.075,0.062,0.111,24795.94937
2017-01-04 1:00:00,8.135000000000002,82.35,0.074,0.05499999999999999,0.0965,23769.113924999998
2017-01-04 1:15:00,8.15,82.2,0.076,0.077,0.074,23179.74684
2017-01-04 1:30:00,8.344999999999999,81.80000000000001,0.0755,0.0675,0.0875,22997.468354999997
2017-01-04 1:45:00,8.23,80.7,0.076,0.059,0.089,22772.65823
2017-01-04 2:00:00,8.085,81.2,0.075,0.0625,0.11699999999999999,22344.303795
2017-01-04 2:15:00,7.87,81.8,0.074,0.073,0.119,22086.07595
2017-01-04 2:30:00,7.905,81.8,0.0775,0.07350000000000001,0.10550000000000001,21761.012655
2017-01-04 2:45:00,7.88,81.6,0.077,0.077,0.13,21745.82278
2017-01-04 3:00:00,7.915,81.2,0.074,0.064,0.1,21481.518985000002
2017-01-04 3:15:00,7.84,80.5,0.073,0.059,0.134,21229.36709
2017-01-04 3:30:00,7.515000000000001,80.75,0.076,0.066,0.1205,21238.481010000003
2017-01-04 3:45:00,7.59,81.0,0.082,0.044,0.111,21308.35443
2017-01-04 4:00:00,7.2255,81.9,0.0885,0.084,0.11499999999999999,21086.582280000002
2017-01-04 4:15:00,6.683,83.5,0.086,0.04,0.082,20378.73418
2017-01-04 4:30:00,6.269,84.5,0.08499999999999999,0.058499999999999996,0.0965,19613.164555
2017-01-04 4:45:00,5.88,85.9,0.083,0.055,0.111,19661.77215
2017-01-04 5:00:00,5.9535,86.5,0.085,0.062,0.1095,19916.962025
2017-01-04 5:15:00,6.042,86.7,0.087,0.062,0.148,21533.16456
2017-01-04 5:30:00,5.9704999999999995,86.85,0.0845,0.0695,0.11149999999999999,21934.177215
2017-01-04 5:45:00,6.025,87.1,0.085,0.081,0.137,22869.87342
2017-01-04 6:00:00,5.8705,86.9,0.08499999999999999,0.07,0.10350000000000001,23787.34177
2017-01-04 6:15:00,5.488,87.1,0.087,0.029,0.134,24309.87342
2017-01-04 6:30:00,5.214,87.4,0.0825,0.058499999999999996,0.135,24531.64557
2017-01-04 6:45:00,5.291,88.3,0.09,0.033,0.13,24716.96203
2017-01-04 7:00:00,5.3785,87.75,0.087,0.0495,0.11649999999999999,24941.772155
2017-01-04 7:15:00,5.524,87.7,0.088,0.051,0.145,24443.5443
2017-01-04 7:30:00,5.4985,87.15,0.0905,0.07,0.1295,23896.70886
2017-01-04 7:45:00,5.336,86.7,0.089,0.11,0.119,23605.06329
2017-01-04 8:00:00,5.0745000000000005,87.05000000000001,0.0875,0.512,0.521,24352.405059999997
2017-01-04 8:15:00,5.099,87.4,0.084,2.906,2.804,24990.37975
2017-01-04 8:30:00,4.848,87.6,0.088,10.178,9.2815,25762.02532
2017-01-04 8:45:00,4.873,87.8,0.089,47.75,22.59,26472.91139
2017-01-04 9:00:00,4.9405,87.05000000000001,0.086,81.55,28.865000000000002,27277.97468
2017-01-04 9:15:00,5.065,86.6,0.088,118.0,34.1,28441.51899
2017-01-04 9:30:00,5.379,86.1,0.0885,158.0,35.58,29006.582280000002
2017-01-04 9:45:00,5.738,84.7,0.089,196.1,37.53,28599.49367
2017-01-04 10:00:00,6.1355,83.55,0.0905,234.3,39.255,29128.10127
2017-01-04 10:15:00,6.593,81.6,0.09,272.8,39.92,29899.74684
2017-01-04 10:30:00,7.076499999999999,81.2,0.0905,308.9,40.485,30720.0
2017-01-04 10:45:00,7.54,81.0,0.091,343.3,39.4,31266.83544
